name,market_value_eur,contract_until,tm_photo_url,tm_id,age,foot,height,position,dob
F. Mambimbi,500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/507496-1721331170.png,507496.0,,,,,
G. Kyeremeh,500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/651973-1711574837.jpg,651973.0,,,,,
K. Quetant,3000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/1178695-1777327482.jpg,1178695.0,,,,,
N. Obougou,1000000.0,,https://img.a.transfermarkt.technology/portrait/big/1162654-1777327814.jpg,1162654.0,,,,,
M. Samatta,700000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/182201-1727967720.png,182201.0,,,,,
S. Ngapandouetnbu,,,https://img.a.transfermarkt.technology/portrait/big/696600-1773267436.png,696600.0,,,,,
M. Michel,,,https://img.a.transfermarkt.technology/portrait/big/193142-1773267417.png,193142.0,,,,,
Y. Mouanga,,,https://img.a.transfermarkt.technology/portrait/big/970364-1773267553.png,970364.0,,,,,
J. Laporte,,,https://img.a.transfermarkt.technology/portrait/big/386057-1773267606.png,386057.0,,,,,
C. Jullien,,,https://img.a.transfermarkt.technology/portrait/big/201737-1773267597.png,201737.0,,,,,
T. Sainte-Luce,,,https://img.a.transfermarkt.technology/portrait/big/537127-1773267587.png,537127.0,,,,,
L. Mincarelli,,,https://img.a.transfermarkt.technology/portrait/big/982393-1773267680.png,982393.0,,,,,
E. Tchato,,,https://img.a.transfermarkt.technology/portrait/big/842338-1773267690.png,842338.0,,,,,
N. El Hannach,,,https://img.a.transfermarkt.technology/portrait/big/1053148-1773267450.png,1053148.0,,,,,
Wilfried Ndollo,,,https://img.a.transfermarkt.technology/portrait/big/1203026-1773266723.png,1203026.0,,,,,
Everson Jr,,,https://img.a.transfermarkt.technology/portrait/big/919236-1773267874.png,919236.0,,,,,
T. Chennahi,,,https://img.a.transfermarkt.technology/portrait/big/1019950-1773268049.png,1019950.0,,,,,
K. Fayad,,,https://img.a.transfermarkt.technology/portrait/big/782630-1773267960.png,782630.0,,,,,
N. Homssa,,,https://img.a.transfermarkt.technology/portrait/big/805861-1773268058.png,805861.0,,,,,
T. Savanier,,,https://img.a.transfermarkt.technology/portrait/big/127156-1773268067.png,127156.0,,,,,
A. Sishuba,,,https://img.a.transfermarkt.technology/portrait/big/977877-1773267783.png,977877.0,,,,,
N. Mbuku,,,https://img.a.transfermarkt.technology/portrait/big/557614-1773267950.png,557614.0,,,,,
Y. Issoufou,,,https://img.a.transfermarkt.technology/portrait/big/1047104-1773267969.png,1047104.0,,,,,
N. Pays,,,https://img.a.transfermarkt.technology/portrait/big/1093482-1773268031.png,1093482.0,,,,,
A. Gueguin,,,https://img.a.transfermarkt.technology/portrait/big/981977-1773268040.png,981977.0,,,,,
Alexandre Mendy,900000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/290561-1773267901.png,290561.0,,,,,
E. Molébé,800000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/1106860-1773267865.png,1106860.0,,,,,
D. Greif,9000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/316884-1773950159.jpg,316884.0,,,,,
R. Descamps,1500000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/282028-1608790532.jpg,282028.0,,,,,
L. Diarra,0.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/1071430-1721918092.jpg,1071430.0,,,,,
M. Niakhaté,15000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/291200-1780384737.jpg,291200.0,,,,,
R. Kluivert,8000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/578421-1605468625.jpg,578421.0,,,,,
N. Kamara,3000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/1275040-1752476961.jpg,1275040.0,,,,,
Clinton Mata,2500000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/187718-1616529648.jpg,187718.0,,,,,
Abner,,,https://img.a.transfermarkt.technology/portrait/big/646402-1773951778.jpg,646402.0,,,,,
N. Tagliafico,4000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/131225-1668181437.jpg,131225.0,,,,,
Achraf Laâziri,,,https://img.a.transfermarkt.technology/portrait/big/902862-1705097843.png,902862.0,,,,,
A. Maitland-Niles,10000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/285845-1702991138.jpg,285845.0,,,,,
H. Hateboer,1800000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/275303-1661509184.jpg,275303.0,,,,,
S. Kango,1000000.0,,https://img.a.transfermarkt.technology/portrait/big/1119391-1773950062.jpg,1119391.0,,,,,
T. Morton,30000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/618494-1719220555.jpg,618494.0,,,,,
T. Tessmann,10000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/670096-1722196121.jpg,670096.0,,,,,
O. Mangala,9000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/289592-1657181518.jpg,289592.0,,,,,
Mathys de Carvalho,3000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/1004486-1758833712.jpg,1004486.0,,,,,
K. Merah,15000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/1187942-1755626357.jpg,1187942.0,,,,,
C. Tolisso,10000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/190393-1672830594.jpg,190393.0,,,,,
P. Šulc,20000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/500053-1718742395.jpg,500053.0,,,,,
N. Nartey,10000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/400546-1753307448.jpg,400546.0,26.0,left,1.86,Central Midfield,2000-02-22
A. Karabec,7000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/652061-1728398646.jpg,652061.0,,,,,
Afonso Moreira,20000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/952282-1688369515.jpg,952282.0,,,,,
R. Himbert,10000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/1200423-1762881060.jpg,1200423.0,,,,,
E. Nuamah,10000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/955070-1702991257.jpg,955070.0,,,,,
R. Ghezzal,600000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/118287-1729518411.jpg,118287.0,,,,,
Endrick,40000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/971570-1723665994.jpg,971570.0,,,,,
R. Yaremchuk,3500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/221958-1773950328.jpg,221958.0,,,,,
G. Rulli,6000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/229604-1698670758.jpg,229604.0,,,,,
J. de Lange,2500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/315253-1723035184.jpg,315253.0,,,,,
J. Van Neck,0.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/727086-1672605198.jpg,727086.0,,,,,
L. Balerdi,18000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/575998-1640777749.jpg,575998.0,,,,,
F. Medina,18000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/474800-1653402999.jpg,474800.0,,,,,
N. Aguerd,15000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/361914-1659355782.jpg,361914.0,,,,,
B. Pavard,12000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/353366-1713819215.jpg,353366.0,,,,,
C. Egan-Riley,9000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/581669-1751272190.jpg,581669.0,,,,,
D. Cornelius,2500000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/328609-1618857970.jpg,328609.0,,,,,
Emerson,9000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/181778-1660636930.jpg,181778.0,,,,,
A. Vermeeren,20000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/926694-1729520583.jpg,926694.0,,,,,
P. Højbjerg,15000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/167799-1629882773.jpg,167799.0,,,,,
T. Nnadi,4500000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/920470-1709895127.png,920470.0,,,,,
G. Kondogbia,3000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/127189-1703066053.jpg,127189.0,,,,,
Q. Timber,25000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/420213-1765214219.jpg,420213.0,,,,,
B. Nadir,8000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/659520-1741961204.jpg,659520.0,,,,,
T. Weah,20000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/370846-1692277669.jpg,370846.0,,,,,
E. Nwaneri,35000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/890719-1730794927.jpg,890719.0,,,,,
H. Abdelli,5000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/592979-1750956367.png,592979.0,,,,,
Igor Paixão,35000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/653610-1723200804.jpg,653610.0,,,,,
H. Traoré,1500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/297070-1664981394.jpg,297070.0,,,,,
M. Greenwood,55000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/532826-1693987766.jpg,532826.0,,,,,
A. Gouiri,28000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/418659-1762353913.jpg,418659.0,,,,,
P. Aubameyang,2500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/58864-1762262625.jpg,58864.0,,,,,
A. Lago,100000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/1117771.jpg,1117771.0,,,,,
M. Safonov,30000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/318470-1732658603.jpg,318470.0,,,,,
L. Chevalier,25000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/463600-1708342501.jpg,463600.0,,,,,
R. Marin,,,https://img.a.transfermarkt.technology/portrait/big/1041614-1730123074.jpg,1041614.0,,,,,
W. Pacho,80000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/661171-1696508666.jpg,661171.0,,,,,
I. Zabarnyi,40000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/659089-1760065378.jpg,659089.0,,,,,
Marquinhos,28000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/181767-1672303747.jpg,181767.0,,,,,
Beraldo,22000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/872171-1715107660.jpg,872171.0,,,,,
Nuno Mendes,80000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/616341-1749417164.jpg,616341.0,,,,,
L. Hernández,18000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/281963-1667830435.jpg,281963.0,,,,,
A. Hakimi,80000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/398073-1672304327.jpg,398073.0,,,,,
Vitinha,,,https://img.a.transfermarkt.technology/portrait/big/487469-1749415169.jpg,487469.0,,,,,
João Neves,140000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/670681-1701295511.jpg,670681.0,,,,,
W. Zaïre-Emery,80000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/810092-1777411744.jpg,810092.0,,,,,
S. Mayulu,40000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/903693-1716562599.jpg,903693.0,,,,,
Fabián Ruiz,30000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/350219-1718958379.jpg,350219.0,,,,,
Kang-in Lee,,,https://img.a.transfermarkt.technology/portrait/big/557149-1703978046.jpg,557149.0,,,,,
Dro Fernández,10000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/1071596-1774274719.jpg,1071596.0,,,,,
K. Kvaratskhelia,140000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/502670-1777411223.jpg,502670.0,,,,,
B. Barcola,70000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/708265-1780063967.jpg,708265.0,,,,,
Q. Ndjantou,8000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/1053208-1759747972.jpg,1053208.0,,,,,
D. Doué,120000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/914562-1667317075.jpg,914562.0,,,,,
I. Mbaye,30000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/1185888-1759430450.jpg,1185888.0,,,,,
O. Dembélé,100000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/288230-1684148641.jpg,288230.0,,,,,
Gonçalo Ramos,30000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/550550-1681906158.jpg,550550.0,,,,,
G. Coudert,4000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/525155-1632761084.jpg,525155.0,,,,,
R. Majecki,2500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/346546-1672484869.jpg,346546.0,,,,,
N. Jauny,,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/975438-1739222120.jpg,975438.0,,,,,
J. Diaz,,,https://img.a.transfermarkt.technology/portrait/big/1009596-1693565221.png,1009596.0,,,,,
S. Coulibaly,6000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/659513-1657285323.jpg,659513.0,,,,,
B. Chardonnet,4000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/250779-1582538208.jpg,250779.0,,,,,
R. Le Guen,800000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/1166473-1762884638.jpg,1166473.0,,,,,
B. Locko,6000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/805908-1639674661.png,805908.0,,,,,
D. Guindo,4500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/671590-1722524207.png,671590.0,,,,,
K. Lala,1500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/174196-1677254936.jpg,174196.0,,,,,
L. Zogbé,1200000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/1144999-1725882803.jpg,1144999.0,,,,,
J. Chotard,7000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/624037-1702663463.JPG,624037.0,,,,,
H. Makalou,1000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/1200289-1701678439.jpg,1200289.0,,,,,
H. Magnetti,6000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/474662-1582538510.jpg,474662.0,,,,,
L. Tousart,2000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/353948-1691614305.jpg,353948.0,,,,,
J. Dina Ebimbe,6000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/536482-1663065378.jpg,536482.0,,,,,
K. Doumbia,9000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/671594-1639672362.png,671594.0,,,,,
P. Mboup,2500000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/979551-1709884981.png,979551.0,,,,,
R. Del Castillo,7000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/353399-1593964996.jpg,353399.0,,,,,
R. Labeau Lascary,4000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/917778-1676913774.jpg,917778.0,,,,,
Mama Baldé,3000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/325223-1702991373.jpg,325223.0,,,,,
L. Ajorque,3000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/283994-1692000251.jpg,283994.0,,,,,
S. Diop,50000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/1237907-1758034442.jpg,1237907.0,,,,,
B. Samba,7000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/191056-1602242038.jpg,191056.0,,,,,
M. Silistrie,200000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/979761-1770737381.jpg,979761.0,,,,,
J. Jacquet,55000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/1004301-1714503850.jpg,1004301.0,,,,,
L. Brassier,12000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/485960-1736237346.jpg,485960.0,,,,,
A. Rouault,12000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/690799-1723707069.jpg,690799.0,,,,,
A. Aït Boudlal,12000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/1134251-1758528519.jpg,1134251.0,,,,,
A. Seidu,6000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/798404-1679507806.jpg,798404.0,,,,,
Q. Merlin,15000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/557613-1704213356.jpg,557613.0,,,,,
A. Nagida,7000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/1176345-1702911497.jpg,1176345.0,,,,,
P. Frankowski,6000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/239743-1669189009.jpg,239743.0,,,,,
M. Camara,12000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/324795-1710182811.jpg,324795.0,,,,,
D. Cissé,10000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/931160-1740392570.jpg,931160.0,,,,,
V. Rongier,8000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/332889-1703065877.jpg,332889.0,,,,,
G. Kamara,2000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/242632-1663177745.jpg,242632.0,,,,,
L. Blas,10000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/288225-1762353535.jpg,288225.0,,,,,
S. Szymański,12000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/320748-1765461620.jpg,320748.0,,,,,
Mousa Tamari,10000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/551505-1780404888.jpg,551505.0,,,,,
A. Nordin,4000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/324811-1752587724.jpg,324811.0,,,,,
Elías Legendre Quiñónez,,,https://img.a.transfermarkt.technology/portrait/big/1227106-1741010867.JPG,1227106.0,,,,,
E. Lepaul,35000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/461607-1750956916.png,461607.0,,,,,
B. Embolo,15000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/237662-1779793638.jpg,237662.0,,,,,
Y. Zabiri,9000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/1153105-1759431831.jpg,1153105.0,,,,,
E. Jaouen,,,https://img.a.transfermarkt.technology/portrait/big/923757-1770738990.jpg,923757.0,,,,,
A. Olliero,,,https://img.a.transfermarkt.technology/portrait/big/395602-1723831771.png,395602.0,,,,,
L. Sylla,,,https://img.a.transfermarkt.technology/portrait/big/894585-1723837652.png,894585.0,,,,,
A. Koné,15000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/1130445-1723838146.png,1130445.0,,,,,
S. Kotto,4000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/863900-1724964290.jpg,863900.0,,,,,
J. Okumu,,,https://img.a.transfermarkt.technology/portrait/big/453376-1723832031.png,453376.0,,,,,
Elie N'Tamon,,,https://img.a.transfermarkt.technology/portrait/big/668966-1737739332.jpg,668966.0,,,,,
N. Pallois,,,https://img.a.transfermarkt.technology/portrait/big/139279-1704213256.jpg,139279.0,,,,,
Sergio Akieme,,,https://img.a.transfermarkt.technology/portrait/big/355627-1723835849.png,355627.0,,,,,
M. Busi,,,https://img.a.transfermarkt.technology/portrait/big/570817-1672838490.jpg,570817.0,,,,,
H. Sekine,,,https://img.a.transfermarkt.technology/portrait/big/1137808-1723238645.jpg,1137808.0,,,,,
M. Gbane,,,https://img.a.transfermarkt.technology/portrait/big/717585-1710239409.png,717585.0,,,,,
E. Zabi,,,https://img.a.transfermarkt.technology/portrait/big/1363293-1756736469.jpg,1363293.0,,,,,
T. Leoni,,,https://img.a.transfermarkt.technology/portrait/big/418071-1659621224.jpg,418071.0,,,,,
